"Data Source","World Development Indicators",

"Last Updated Date","2016-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Ukraine","UKR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.542492","","","","","","","","","","1.542492","","","","","","","","","","","","","","","",
"Ukraine","UKR","Forest area (sq. km)","AG.LND.FRST.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92740","","93212","93448","93684","93920","94156","94392","94628","94864","95100","95230","95360","95490","95620","95750","95696","95642","95588","95534","95480","95698","95916","96134","","96570",
"Ukraine","UKR","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0075947182187","","16.0890653318374","16.1298006386468","16.1705359454561","16.2112712522655","16.2520065590748","16.2927418658842","16.3334771726935","16.3742124795029","16.4149477863122","16.4373867265038","16.4601097800946","16.4825491076052","16.5049884351158","16.5262867202872","16.5175365921016","16.5090708231923","16.5000345232341","16.4907132500173","16.4813919768004","16.5190223020093","16.5566526272181","16.594282952427","","",
"Ukraine","UKR","Agricultural irrigated land (% of total agricultural land)","AG.LND.IRIG.AG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.27322933824242","5.26825958416129","5.2697859149472","5.26213780405078","5.26086219012771","5.25665560427315","5.24493304598397","5.24530587522714","","",
"Ukraine","UKR","Average precipitation in depth (mm per year)","AG.LND.PRCP.MM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","565","","","","","565","","","","","565","","","","","565","","","","","565","","565","",
"Ukraine","UKR","Land area (sq. km)","AG.LND.TOTL.K2","","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579340","579340","579340","579380","579360","579330","579320","579320","579320","579320","579320","579320","579320","",
"Ukraine","UKR","Agricultural machinery, tractors per 100 sq. km of arable land","AG.LND.TRAC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153.318146394101","153.440631187376","149.81316271665","140.990506519257","133.073307421134","122.66376469877","113.873638079007","106.289256198347","97.9302297015109","127.124504410364","124.219210914454","120.331896551724","114.033618619543","108.54554418834","106.103371756149","103.856446938398","103.30510562296","102.6938235113","","","","","","",
"Ukraine","UKR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35550383","42725008","32959900","32360000","23447846","34392600","25723788","23949891","23806500","38878700","37994800","19662400","40996700","37258000","33511140","28937800","52739900","45406000","38678600","56255900","45739700","63199660","","",
"Ukraine","UKR","Crop production index (2004-2006 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.38","112.25","81.22","85.8","75.17","85.08","69.24","63.01","76.67","86.54","88.46","73.55","100.54","100.68","98.78","88.83","126.88","117.76","111.53","150.05","136.16","162.5","","",
"Ukraine","UKR","Food production index (2004-2006 = 100)","AG.PRD.FOOD.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131.89","129.76","106.78","107.74","97.03","97.73","83.86","82.31","88.11","93.85","95.19","86.81","96.62","102.31","101.08","94.05","114.05","116.87","106.85","123.74","126.59","138.36","","",
"Ukraine","UKR","Livestock production index (2004-2006 = 100)","AG.PRD.LVSK.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.6","152.06","148.76","134.88","122.47","107.86","102.64","101.12","97.16","96.41","103.04","102.96","99.46","99.13","101.41","98.78","96.18","96.6","98.55","98.86","100.04","104.77","","",
"Ukraine","UKR","Surface area (sq. km)","AG.SRF.TOTL.K2","","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603560","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","",
"Ukraine","UKR","Cereal yield (kg per hectare)","AG.YLD.CREL.KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2834.436","3291.35","2728.988","2512.286","2010.137","2490.106","2105.384","2002.633","1950.777","2725.871","2749.68","1849.082","2845.195","2623.045","2427.798","2206.92","3487.304","3004.075","2726.822","3754.097","3184.928","4064.418","","",
"Ukraine","UKR","Trade in services (% of GDP)","BG.GSR.NFSV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9154607748974","19.8472304664313","18.9421157130746","19.7230543343431","22.6106834985684","22.7526456419868","21.2380912790935","20.8656913479261","21.1292177576","20.6797722323211","",
"Ukraine","UKR","Communications, computer, etc. (% of service imports, BoP)","BM.GSR.CMCP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9042904290429","28.4084736556219","27.7184054283291","24.2472852912142","28.1747404844291","29.2164883574575","31.0842113128596","29.9403660292001","31.9684843972951","29.4702252143945","",
"Ukraine","UKR","Primary income payments (BoP, current US$)","BM.GSR.FCTY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1743000000","3054000000","4315000000","6959000000","7064000000","6724000000","9281000000","10047000000","10800000000","7034000000","",
"Ukraine","UKR","Imports of goods and services (BoP, current US$)","BM.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41952000000","51425000000","69543000000","96848000000","54037000000","69608000000","93797000000","100862000000","97353000000","70674000000","",
"Ukraine","UKR","Insurance and financial services (% of service imports, BoP)","BM.GSR.INSF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.95049504950495","5.86637696903857","8.88040712468193","9.93953603158934","12.3356401384083","9.22750157331655","7.7710528282149","7.40969223387484","7.20888392580185","7.14915444417729","",
"Ukraine","UKR","Goods imports (BoP, current US$)","BM.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34377000000","42220000000","57753000000","80640000000","42477000000","56896000000","80414000000","86273000000","81234000000","58197000000","",
"Ukraine","UKR","Service imports (BoP, current US$)","BM.GSR.NFSV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7575000000","9205000000","11790000000","16208000000","11560000000","12712000000","13383000000","14589000000","16119000000","12477000000","",
"Ukraine","UKR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421000000","428000000","577000000","754000000","644000000","744000000","746000000","727000000","1072000000","552000000","",
"Ukraine","UKR","Imports of goods, services and primary income (BoP, current US$)","BM.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43695000000","54479000000","73858000000","103807000000","61101000000","76332000000","103078000000","110909000000","108153000000","77708000000","",
"Ukraine","UKR","Transport services (% of service imports, BoP)","BM.GSR.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.1155115511551","34.9375339489408","33.1297709923664","40.9921026653504","30.6833910034602","32.1192573945878","27.8114025255922","27.66467886764","25.069793411502","22.8179850925703","",
"Ukraine","UKR","Travel services (% of service imports, BoP)","BM.GSR.TRVL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.029702970297","30.7876154263987","30.2714164546226","24.821076011846","28.8062283737024","29.4367526746381","33.3333333333333","34.9852628692851","35.7528382654011","40.5626352488579","",
"Ukraine","UKR","Foreign direct investment, net outflows (% of GDP)","BM.KLT.DINV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3192402571514","-0.123430358741016","0.683160568922386","0.442796459280886","0.098099622815037","0.507259601928376","0.117676137757877","0.557510701809465","0.234575122270164","0.415765314719594","",
"Ukraine","UKR","Secondary income, other sectors, payments (BoP, current US$)","BM.TRF.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","239000000","324000000","542000000","1005000000","775000000","1047000000","1011000000","1173000000","1916000000","1851000000","",
"Ukraine","UKR","Personal remittances, paid (current US$)","BM.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","4000000","3000000","3000000","10000000","5000000","15000000","29000000","20000000","186000000","255000000","353000000","714000000","613000000","703000000","849000000","1003000000","1716000000","1702000000","",
"Ukraine","UKR","Current account balance (BoP, current US$)","BN.CAB.XOKA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2534000000","-1619000000","-5251000000","-12781000000","-1736000000","-3016000000","-10233000000","-14335000000","-16518000000","-5332000000","",
"Ukraine","UKR","Current account balance (% of GDP)","BN.CAB.XOKA.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.94165386044236","-1.5025094045241","-3.67925758708866","-7.10085513935886","-1.48087778440786","-2.21083086620807","-6.27177040456434","-8.15501623514152","-9.01095783641528","-4.04536616438846","",
"Ukraine","UKR","Net financial account (BoP, current US$)","BN.FIN.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2595000000","-1521000000","-5706000000","-12227000000","-794000000","-1477000000","-9161000000","-12902000000","-17218000000","-4384000000","",
"Ukraine","UKR","Net primary income (BoP, current US$)","BN.GSR.FCTY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-985000000","-1722000000","-659000000","-1540000000","-2440000000","-2009000000","-3796000000","-2965000000","-3033000000","-1531000000","",
"Ukraine","UKR","Net trade in goods and services (BoP, current US$)","BN.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","674000000","-3070000000","-8131000000","-14368000000","-1957000000","-3982000000","-10145000000","-14346000000","-15634000000","-5342000000","",
"Ukraine","UKR","Net trade in goods (BoP, current US$)","BN.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2193000000","-6046000000","-11585000000","-17452000000","-5343000000","-9597000000","-18031000000","-21846000000","-22128000000","-7645000000","",
"Ukraine","UKR","Net errors and omissions (BoP, current US$)","BN.KAC.EOMS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104000000","76000000","-480000000","526000000","343000000","1351000000","971000000","1393000000","-640000000","548000000","",
"Ukraine","UKR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7533000000","-5737000000","-9218000000","-9903000000","-4654000000","-5759000000","-7015000000","-7195000000","-4079000000","-299000000","",
"Ukraine","UKR","Portfolio Investment, net (BoP, current US$)","BN.KLT.PTXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2757000000","-3583000000","-5753000000","1280000000","1533000000","-4342000000","-1569000000","-4689000000","-8787000000","2700000000","",
"Ukraine","UKR","Reserves and related items (BoP, current US$)","BN.RES.INCL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10724507635","2409280198","9406434874","-3025219758","-11714978954","5044902813","-2453994484","-4174244356","2004772811","","",
"Ukraine","UKR","Net secondary income (BoP, current US$)","BN.TRF.CURR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547000000","472000000","509000000","845000000","782000000","706000000","848000000","1456000000","1921000000","2184000000","2576000000","2845000000","3173000000","3539000000","3127000000","2661000000","2975000000","3708000000","2976000000","2149000000","1541000000","",
"Ukraine","UKR","Net capital account (BoP, current US$)","BN.TRF.KOGT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-43000000","22000000","25000000","28000000","599000000","188000000","101000000","40000000","-60000000","400000000","",
"Ukraine","UKR","Grants, excluding technical cooperation (BoP, current US$)","BX.GRT.EXTA.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","365400000","524990000","117110000","217800000","64060000","255650000","162340000","184170000","124790000","296930000","209470000","114750000","137670000","182310000","208180000","228360000","297570000","402610000","403240000","342860000","434230000","431050000","486240000","","",
"Ukraine","UKR","Technical cooperation grants (BoP, current US$)","BX.GRT.TECH.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2900000","32470000","60100000","52150000","119070000","127370000","85890000","250080000","438530000","241310000","303000000","369420000","198890000","208070000","213500000","260810000","127350000","217520000","213830000","252400000","196360000","198250000","177700000","308640000","",
"Ukraine","UKR","ICT service exports (BoP, current US$)","BX.GSR.CCIS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","789000000","1091000000","1661000000","2344000000","2143000000","3175000000","3812000000","4272000000","5021000000","4532000000","",
"Ukraine","UKR","ICT service exports (% of service exports, BoP)","BX.GSR.CCIS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.55602375023942","8.95657171004023","10.8960902650223","12.1501140369065","14.3382844908337","17.3241665302559","17.9227984390427","19.3399429580334","22.2040419227878","30.6630581867388","",
"Ukraine","UKR","Communications, computer, etc. (% of service exports, BoP)","BX.GSR.CMCP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7805018195748","25.3509564075199","26.3382314353188","27.3014721127929","30.543289174361","32.9622960659137","34.703089002774","37.2447824709131","38.3098217839296","45.9742895805142","",
"Ukraine","UKR","Primary income receipts (BoP, current US$)","BX.GSR.FCTY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","758000000","1332000000","3656000000","5419000000","4624000000","4715000000","5485000000","7082000000","7767000000","5503000000","",
"Ukraine","UKR","Exports of goods and services (BoP, current US$)","BX.GSR.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42626000000","48355000000","61412000000","82480000000","52080000000","65626000000","83652000000","86516000000","81719000000","65332000000","",
"Ukraine","UKR","Insurance and financial services (% of service exports, BoP)","BX.GSR.INSF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.584179276000766","1.23142599129792","2.67646287063763","2.85092266224342","2.75659039207815","2.76641021443771","1.6690958672246","1.37172348227625","1.72024941405386","1.58322056833559","",
"Ukraine","UKR","Goods exports (BoP, current US$)","BX.GSR.MRCH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32184000000","36174000000","46168000000","63188000000","37134000000","47299000000","62383000000","64427000000","59106000000","50552000000","",
"Ukraine","UKR","Service exports (BoP, current US$)","BX.GSR.NFSV.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10442000000","12181000000","15244000000","19292000000","14946000000","18327000000","21269000000","22089000000","22613000000","14780000000","",
"Ukraine","UKR","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22000000","32000000","53000000","72000000","112000000","132000000","107000000","124000000","167000000","118000000","",
"Ukraine","UKR","Exports of goods, services and primary income (BoP, current US$)","BX.GSR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43384000000","49687000000","65068000000","87899000000","56704000000","70341000000","89137000000","93598000000","89486000000","70835000000","",
"Ukraine","UKR","Transport services (% of service exports, BoP)","BX.GSR.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.7081018961885","44.8074870700271","40.8291786932564","39.9492017416546","42.7739863508631","43.6023353522126","43.4388076543326","39.4630811716239","37.4917083093796","41.5358592692828","",
"Ukraine","UKR","Travel services (% of service exports, BoP)","BX.GSR.TRVL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.927217008236","28.6101305311551","30.1561270007872","29.8984034833091","23.9261340826977","20.668958367436","20.1890074756688","21.9204128751867","22.478220492637","10.9066305818674","",
"Ukraine","UKR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000000","200000000","159000000","267000000","521000000","623000000","743000000","496000000","595000000","792000000","693000000","1424000000","1715000000","7808000000","5604000000","10193000000","10700000000","4769000000","6451000000","7207000000","8175000000","4509000000","847000000","",
"Ukraine","UKR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.270481409043464","0.304652532051486","0.302607051598536","0.553772416966055","1.16926051753804","1.24226323854786","1.7739791583351","1.57056650642155","1.90328629387899","2.083698124296","1.63470785173376","2.84044706445628","2.64321685940547","9.06410155577503","5.20077992770416","7.14200582464193","5.94469525006962","4.06814870612967","4.72880302317912","4.41714544177614","4.65066325233916","2.45976564259575","0.642615367823898","",
"Ukraine","UKR","Primary income on FDI, payments (current US$)","BX.KLT.DREM.CD.DT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31000000","45000000","65000000","69000000","43000000","79000000","105000000","90000000","180000000","268000000","996000000","1178000000","2506000000","2542000000","2218000000","4084000000","4775000000","5005000000","1741000000","",
"Ukraine","UKR","Portfolio equity, net inflows (BoP, current US$)","BX.PEF.TOTL.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46000000","248000000","227000000","129000000","146000000","87000000","95000000","84000000","-61000000","82000000","322000000","715000000","388000000","105000000","290000000","519000000","516000000","1180000000","-391000000","",
"Ukraine","UKR","Secondary income receipts (BoP, current US$)","BX.TRF.CURR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3111000000","3533000000","4147000000","4165000000","3460000000","4042000000","4751000000","4219000000","4129000000","3424000000","",
"Ukraine","UKR","Personal transfers, receipts (BoP, current US$)","BX.TRF.PWKR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2049000000","2562000000","3080000000","3153000000","2515000000","2489000000","2997000000","2907000000","2885000000","2171000000","",
"Ukraine","UKR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6000000","12000000","12000000","18000000","33000000","141000000","209000000","330000000","411000000","2408000000","3102000000","5290000000","6782000000","5941000000","6535000000","7822000000","8449000000","9667000000","7354000000","",
"Ukraine","UKR","Personal remittances, received (% of GDP)","BX.TRF.PWKR.DT.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0134655721789409","0.0239280238564596","0.0286510765814552","0.0569963651523951","0.105560416299171","0.370961408492091","0.493007129887959","0.658249670836076","0.633447305665101","2.7953837789839","2.87880430687693","3.70658400984556","3.76793674635254","5.06791181864465","4.79037788815309","4.79407682053183","4.80653869345732","5.27357606275739","5.57944913220419","",
"Ukraine","UKR","S&P Global Equity Indices (annual % change)","CM.MKT.INDX.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-82.25","20.2000007629395","75.1523666382","-36.295501709","26.6800003052","40.2999992371","170.3000030518","52.8202885877","48.6466380544","112.218971358177","-82.1898922469","31.0764744535","53.8430605427367","-36.2945478151694","-4.0637284968324","-21.2669510267306","-51.504594192289","",
"Ukraine","UKR","Market capitalization of listed domestic companies (current US$)","CM.MKT.LCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3667000000","570000000","1120719100","1880620000","1364930000","3119390000","4302880000","11778370000","24975550000","42869650000","111756790000","24357595022.8013","16790330183.0153","39457471975.085","25558277153.5581","20711371700.2377","","","",
"Ukraine","UKR","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.31200529013644","1.36092613761912","3.54871750315909","6.01572818486505","3.59103798080219","7.35828474115407","8.58293740499132","18.1532280818167","28.9934581981733","39.7850848015172","78.3054689613739","13.5325681715109","14.3228265903803","28.9236727271411","15.6645799123755","11.7824605837104","","","",
"Ukraine","UKR","Listed domestic companies, total","CM.MKT.LDOM.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","125","139","131","184","149","155","221","249","276","251","145","183","195","198","","","",
"Ukraine","UKR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93000000","124000000","288180000","225900000","126740000","105590000","200700000","659820000","1198870000","2016790000","2536032055.63575","590538208.091527","2102874843.52676","4570183160.29357","1205441614.90683","","","",
"Ukraine","UKR","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.222045843506278","0.392641626605389","0.921830326336214","0.594327533179881","0.298965184889952","0.210619947707822","0.309325728094856","0.765967659904135","1.112608678074","1.41311938850972","1.40896614160394","0.503752830188232","1.54147898270604","2.80104949556997","0.68576183746637","","","",
"Ukraine","UKR","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38989851309889","14.6683148016723","19.2034282297525","13.9205989739798","5.65258500731438","2.8452212059114","2.49607462106491","3.59047415894686","3.53413358645859","2.60859656343378","3.72632481895418","2.87031827309752","7.47718048650519","14.0586956900267","5.21050686473035","","","",
"Ukraine","UKR","Net bilateral aid flows from DAC donors, Australia (current US$)","DC.DAC.AUSL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90000","20000","80000","110000","","","","","","","","","","","","","","","","2000000","150000","","",
"Ukraine","UKR","Net bilateral aid flows from DAC donors, Austria (current US$)","DC.DAC.AUTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600000","2020000","1260000","1090000","1030000","340000","380000","3230000","430000","570000","1370000","1890000","2760000","3850000","7280000","5110000","5290000","8680000","6750000","6980000","14200000","10200000","8250000","","",
